관광특구,POI001,1,강남 MICE 관광특구, 37.510746, 127.060064
관광특구,POI002,2,동대문 관광특구, 37.567046, 127.010968
관광특구,POI003,3,명동 관광특구, 37.56425687872983, 126.98172035053992
관광특구,POI004,4,이태원 관광특구, 37.53442842091983, 126.9961588430646
관광특구,POI005,5,잠실 관광특구, 37.5159233089308, 127.11152155255581
관광특구,POI006,6,종로·청계 관광특구, 37.56899745977098, 126.99585710481303
관광특구,POI007,7,홍대 관광특구, 37.55486191491434, 126.92162806837064
고궁·문화유산,POI008,8,경복궁, 37.5777349372906, 126.97697367948184
고궁·문화유산,POI009,9,광화문·덕수궁, 37.57584283376275, 126.97689501915939
고궁·문화유산,POI010,10,보신각, 37.5705370644016, 126.98337713991386
고궁·문화유산,POI011,11,서울 암사동 유적, 37.56053973511613, 127.13018648647513
고궁·문화유산,POI012,12,창덕궁·종묘, 37.579475757682175, 126.99098850640578
인구밀집지역,POI013,13,가산디지털단지역, 37.48030100972014, 126.8827625301179
인구밀집지역,POI014,14,강남역, 37.49795262125383, 127.02764400291052
인구밀집지역,POI015,15,건대입구역, 37.54067809030842, 127.07101924028606
인구밀집지역,POI016,16,고덕역, 37.55487055787233, 127.1542144406312
인구밀집지역,POI017,17,고속터미널역, 37.50584858504584, 127.00439387451613
인구밀집지역,POI018,18,교대역, 37.49397250594726, 127.01458173461658
인구밀집지역,POI019,19,구로디지털단지역, 37.48522877315856, 126.90169360305418
인구밀집지역,POI020,20,구로역, 37.503583606845986, 126.88334815601664
인구밀집지역,POI021,21,군자역, 37.55710696490923, 127.07939852421487
인구밀집지역,POI022,22,남구로역, 37.48609919752514, 126.88760411320116
인구밀집지역,POI023,23,대림역, 37.49247676597535, 126.89572488155643
인구밀집지역,POI024,24,동대문역, 37.571650, 127.010685
인구밀집지역,POI025,25,뚝섬역, 37.54712301013493, 127.04754449722773
인구밀집지역,POI026,26,미아사거리역, 37.6131040195183, 127.03009902471904
인구밀집지역,POI027,27,발산역, 37.558585399181155, 126.83774226608907
인구밀집지역,POI028,28,북한산우이역, 37.66283478154748, 127.01277582240459
인구밀집지역,POI029,29,사당역, 37.476505935431476, 126.98166260727851
인구밀집지역,POI030,30,삼각지역, 37.535344461141065, 126.97319077289593
인구밀집지역,POI031,31,서울대입구역, 37.481187784444224, 126.95305131186193
인구밀집지역,POI032,32,서울식물원·마곡나루역, 37.56667963724198, 126.82736214558024
인구밀집지역,POI033,33,서울역, 37.555801387620356, 126.9720743418535
인구밀집지역,POI034,34,선릉역, 37.50448248204806, 127.04902162537402
